Time	V(N001)	V(N002)	I(V1)	I(R1)	I(C1)	
3.102	0.626666	-0.075564	-0.00070223	-0.00070223	-0.00070223	
3.103	0.936907	-0.0748617	-0.00101177	-0.00101177	-0.00101177	
3.104	1.24345	-0.07385	-0.0013173	-0.0013173	-0.0013173	
3.105	1.54508	-0.0725327	-0.00161762	-0.00161762	-0.00161762	
3.106	1.84062	-0.070915	-0.00191154	-0.00191154	-0.00191154	
3.107	2.1289	-0.0690035	-0.0021979	-0.0021979	-0.0021979	
3.108	2.40877	-0.0668056	-0.00247557	-0.00247557	-0.00247557	
3.109	2.67913	-0.06433	-0.00274346	-0.00274346	-0.00274346	
3.11	2.93893	-0.0615866	-0.00300051	-0.00300051	-0.00300051	
3.111	3.18712	-0.058586	-0.00324571	-0.00324571	-0.00324571	
3.112	3.42274	-0.0553403	-0.00347808	-0.00347808	-0.00347808	
3.113	3.64484	-0.0518623	-0.00369671	-0.00369671	-0.00369671	
3.114	3.85257	-0.0481656	-0.00390073	-0.00390073	-0.00390073	
3.115	4.04508	-0.0442648	-0.00408935	-0.00408935	-0.00408935	
3.116	4.22164	-0.0401755	-0.00426182	-0.00426182	-0.00426182	
3.117	4.38153	-0.0359137	-0.00441745	-0.00441745	-0.00441745	
3.118	4.52414	-0.0314962	-0.00455563	-0.00455563	-0.00455563	
3.119	4.64888	-0.0269406	-0.00467582	-0.00467582	-0.00467582	
3.12	4.75528	-0.0222648	-0.00477755	-0.00477755	-0.00477755	
3.121	4.84292	-0.0174872	-0.0048604	-0.0048604	-0.0048604	
3.122	4.91144	-0.0126268	-0.00492406	-0.00492406	-0.00492406	
3.123	4.96057	-0.00770275	-0.00496828	-0.00496828	-0.00496828	
3.124	4.99013	-0.00273447	-0.00499287	-0.00499287	-0.00499287	
3.125	5	0.0022584	-0.00499774	-0.00499774	-0.00499774	
3.126	4.99013	0.00725614	-0.00498288	-0.00498288	-0.00498288	
3.127	4.96057	0.012239	-0.00494833	-0.00494833	-0.00494833	
3.128	4.91144	0.0171874	-0.00489425	-0.00489425	-0.00489425	
3.129	4.84292	0.0220816	-0.00482083	-0.00482083	-0.00482083	
3.13	4.75528	0.0269024	-0.00472838	-0.00472838	-0.00472838	
3.131	4.64888	0.0316308	-0.00461725	-0.00461725	-0.00461725	
3.132	4.52414	0.0362481	-0.00448789	-0.00448789	-0.00448789	
3.133	4.38153	0.040736	-0.0043408	-0.0043408	-0.0043408	
3.134	4.22164	0.0450767	-0.00417656	-0.00417656	-0.00417656	
3.135	4.04508	0.0492533	-0.00399583	-0.00399583	-0.00399583	
3.136	3.85257	0.0532491	-0.00379932	-0.00379932	-0.00379932	
3.137	3.64484	0.0570485	-0.00358779	-0.00358779	-0.00358779	
3.138	3.42274	0.0606363	-0.0033621	-0.0033621	-0.0033621	
3.139	3.18712	0.0639984	-0.00312312	-0.00312312	-0.00312312	
3.14	2.93893	0.0671215	-0.0028718	-0.0028718	-0.0028718	
3.141	2.67913	0.0699933	-0.00260914	-0.00260914	-0.00260914	
3.142	2.40877	0.0726024	-0.00233617	-0.00233617	-0.00233617	
3.143	2.1289	0.0749386	-0.00205396	-0.00205396	-0.00205396	
3.144	1.84062	0.0769925	-0.00176363	-0.00176363	-0.00176363	
3.145	1.54508	0.0787562	-0.00146633	-0.00146633	-0.00146633	
3.146	1.24345	0.0802225	-0.00116323	-0.00116323	-0.00116323	
3.147	0.936907	0.0813857	-0.000855521	-0.000855521	-0.000855521	
3.148	0.626666	0.0822413	-0.000544425	-0.000544425	-0.000544425	
3.149	0.313953	0.0827857	-0.000231167	-0.000231167	-0.000231167	
3.15	7.41659e-11	0.0830168	8.30168e-05	8.30168e-05	8.30168e-05	
3.151	-0.313953	0.0829338	0.000396886	0.000396886	0.000396886	
3.152	-0.626666	0.0825369	0.000709203	0.000709203	0.000709203	
3.153	-0.936907	0.0818277	0.00101873	0.00101873	0.00101873	
3.154	-1.24345	0.080809	0.00132426	0.00132426	0.00132426	
3.155	-1.54508	0.0794847	0.00162457	0.00162457	0.00162457	
3.156	-1.84062	0.0778602	0.00191848	0.00191848	0.00191848	
3.157	-2.1289	0.0759417	0.00220484	0.00220484	0.00220484	
3.158	-2.40877	0.0737369	0.00248251	0.00248251	0.00248251	
3.159	-2.67913	0.0712543	0.00275039	0.00275039	0.00275039	
3.16	-2.93893	0.068504	0.00300743	0.00300743	0.00300743	
3.161	-3.18712	0.0654965	0.00325262	0.00325262	0.00325262	
3.162	-3.42274	0.0622439	0.00348498	0.00348498	0.00348498	
3.163	-3.64484	0.0587589	0.0037036	0.0037036	0.0037036	
3.164	-3.85257	0.0550553	0.00390762	0.00390762	0.00390762	
3.165	-4.04508	0.0511477	0.00409623	0.00409623	0.00409623	
3.166	-4.22164	0.0470515	0.00426869	0.00426869	0.00426869	
3.167	-4.38153	0.0427828	0.00442432	0.00442432	0.00442432	
3.168	-4.52414	0.0383585	0.00456249	0.00456249	0.00456249	
3.169	-4.64888	0.033796	0.00468268	0.00468268	0.00468268	
3.17	-4.75528	0.0291133	0.0047844	0.0047844	0.0047844	
3.171	-4.84292	0.0243289	0.00486724	0.00486724	0.00486724	
3.172	-4.91144	0.0194617	0.0049309	0.0049309	0.0049309	
3.173	-4.96057	0.0145308	0.0049751	0.0049751	0.0049751	
3.174	-4.99013	0.00955566	0.00499969	0.00499969	0.00499969	
3.175	-5	0.00455597	0.00500456	0.00500456	0.00500456	
3.176	-4.99013	-0.000448588	0.00498969	0.00498969	0.00498969	
3.177	-4.96057	-0.00543827	0.00495514	0.00495514	0.00495514	
3.178	-4.91144	-0.0103934	0.00490104	0.00490104	0.00490104	
3.179	-4.84292	-0.0152945	0.00482762	0.00482762	0.00482762	
3.18	-4.75528	-0.0201221	0.00473516	0.00473516	0.00473516	
3.181	-4.64888	-0.0248572	0.00462403	0.00462403	0.00462403	
3.182	-4.52414	-0.0294813	0.00449465	0.00449465	0.00449465	
3.183	-4.38153	-0.0339759	0.00434756	0.00434756	0.00434756	
3.184	-4.22164	-0.0383235	0.00418332	0.00418332	0.00418332	
3.185	-4.04508	-0.0425068	0.00400258	0.00400258	0.00400258	
3.186	-3.85257	-0.0465094	0.00380606	0.00380606	0.00380606	
3.187	-3.64484	-0.0503154	0.00359453	0.00359453	0.00359453	
3.188	-3.42274	-0.0539099	0.00336883	0.00336883	0.00336883	
3.189	-3.18712	-0.0572788	0.00312984	0.00312984	0.00312984	
3.19	-2.93893	-0.0604086	0.00287852	0.00287852	0.00287852	
3.191	-2.67913	-0.0632871	0.00261585	0.00261585	0.00261585	
3.192	-2.40877	-0.065903	0.00234287	0.00234287	0.00234287	
3.193	-2.1289	-0.0682458	0.00206065	0.00206065	0.00206065	
3.194	-1.84062	-0.0703065	0.00177032	0.00177032	0.00177032	
3.195	-1.54508	-0.0720768	0.00147301	0.00147301	0.00147301	
3.196	-1.24345	-0.0735498	0.0011699	0.0011699	0.0011699	
3.197	-0.936907	-0.0747197	0.000862187	0.000862187	0.000862187	
3.198	-0.626666	-0.0755819	0.000551084	0.000551084	0.000551084	
3.199	-0.313953	-0.076133	0.00023782	0.00023782	0.00023782	
3.2	-7.59252e-11	-0.0763708	-7.63708e-05	-7.63708e-05	-7.63708e-05	
3.201	0.313953	-0.0762944	-0.000390247	-0.000390247	-0.000390247	
3.202	0.626666	-0.0759042	-0.00070257	-0.00070257	-0.00070257	
3.203	0.936907	-0.0752016	-0.00101211	-0.00101211	-0.00101211	
3.204	1.24345	-0.0741895	-0.00131764	-0.00131764	-0.00131764	
3.205	1.54508	-0.0728719	-0.00161796	-0.00161796	-0.00161796	
3.206	1.84062	-0.0712539	-0.00191188	-0.00191188	-0.00191188	
3.207	2.1289	-0.069342	-0.00219824	-0.00219824	-0.00219824	
3.208	2.40877	-0.0671438	-0.00247591	-0.00247591	-0.00247591	
3.209	2.67913	-0.0646679	-0.0027438	-0.0027438	-0.0027438	
3.21	2.93893	-0.0619241	-0.00300085	-0.00300085	-0.00300085	
3.211	3.18712	-0.0589232	-0.00324604	-0.00324604	-0.00324604	
3.212	3.42274	-0.0556772	-0.00347841	-0.00347841	-0.00347841	
3.213	3.64484	-0.0521988	-0.00369704	-0.00369704	-0.00369704	
3.214	3.85257	-0.0485017	-0.00390107	-0.00390107	-0.00390107	
3.215	4.04508	-0.0446007	-0.00408969	-0.00408969	-0.00408969	
3.216	4.22164	-0.040511	-0.00426215	-0.00426215	-0.00426215	
3.217	4.38153	-0.0362488	-0.00441778	-0.00441778	-0.00441778	
3.218	4.52414	-0.0318311	-0.00455597	-0.00455597	-0.00455597	
3.219	4.64888	-0.0272751	-0.00467616	-0.00467616	-0.00467616	
3.22	4.75528	-0.0225989	-0.00477788	-0.00477788	-0.00477788	
3.221	4.84292	-0.017821	-0.00486074	-0.00486074	-0.00486074	
3.222	4.91144	-0.0129603	-0.0049244	-0.0049244	-0.0049244	
3.223	4.96057	-0.00803592	-0.00496861	-0.00496861	-0.00496861	
3.224	4.99013	-0.00306731	-0.0049932	-0.0049932	-0.0049932	
3.225	5	0.00192589	-0.00499807	-0.00499807	-0.00499807	
3.226	4.99013	0.00692397	-0.00498321	-0.00498321	-0.00498321	
3.227	4.96057	0.0119072	-0.00494867	-0.00494867	-0.00494867	
3.228	4.91144	0.0168558	-0.00489458	-0.00489458	-0.00489458	
3.229	4.84292	0.0217504	-0.00482117	-0.00482117	-0.00482117	
3.23	4.75528	0.0265716	-0.00472871	-0.00472871	-0.00472871	
3.231	4.64888	0.0313003	-0.00461758	-0.00461758	-0.00461758	
3.232	4.52414	0.0359179	-0.00448822	-0.00448822	-0.00448822	
3.233	4.38153	0.0404061	-0.00434113	-0.00434113	-0.00434113	
3.234	4.22164	0.0447472	-0.00417689	-0.00417689	-0.00417689	
3.235	4.04508	0.0489241	-0.00399616	-0.00399616	-0.00399616	
3.236	3.85257	0.0529203	-0.00379965	-0.00379965	-0.00379965	
3.237	3.64484	0.0567199	-0.00358812	-0.00358812	-0.00358812	
3.238	3.42274	0.0603081	-0.00336243	-0.00336243	-0.00336243	
3.239	3.18712	0.0636705	-0.00312345	-0.00312345	-0.00312345	
3.24	2.93893	0.0667939	-0.00287213	-0.00287213	-0.00287213	
3.241	2.67913	0.0696661	-0.00260947	-0.00260947	-0.00260947	
3.242	2.40877	0.0722755	-0.00233649	-0.00233649	-0.00233649	
3.243	2.1289	0.074612	-0.00205428	-0.00205428	-0.00205428	
3.244	1.84062	0.0766663	-0.00176396	-0.00176396	-0.00176396	
3.245	1.54508	0.0784303	-0.00146665	-0.00146665	-0.00146665	
3.246	1.24345	0.0798969	-0.00116355	-0.00116355	-0.00116355	
3.247	0.936907	0.0810605	-0.000855846	-0.000855846	-0.000855846	
3.248	0.626666	0.0819163	-0.00054475	-0.00054475	-0.00054475	
3.249	0.313953	0.0824611	-0.000231492	-0.000231492	-0.000231492	
3.25	7.75422e-11	0.0826926	8.26926e-05	8.26926e-05	8.26926e-05	
3.251	-0.313953	0.0826099	0.000396562	0.000396562	0.000396562	
3.252	-0.626666	0.0822133	0.000708879	0.000708879	0.000708879	
3.253	-0.936907	0.0815044	0.00101841	0.00101841	0.00101841	
3.254	-1.24345	0.080486	0.00132394	0.00132394	0.00132394	
3.255	-1.54508	0.0791621	0.00162425	0.00162425	0.00162425	
3.256	-1.84062	0.0775378	0.00191816	0.00191816	0.00191816	
3.257	-2.1289	0.0756197	0.00220452	0.00220452	0.00220452	
3.258	-2.40877	0.0734152	0.00248218	0.00248218	0.00248218	
3.259	-2.67913	0.070933	0.00275007	0.00275007	0.00275007	
3.26	-2.93893	0.0681829	0.00300711	0.00300711	0.00300711	
3.261	-3.18712	0.0651758	0.0032523	0.0032523	0.0032523	
3.262	-3.42274	0.0619235	0.00348466	0.00348466	0.00348466	
3.263	-3.64484	0.0584388	0.00370328	0.00370328	0.00370328	
3.264	-3.85257	0.0547356	0.0039073	0.0039073	0.0039073	
3.265	-4.04508	0.0508283	0.00409591	0.00409591	0.00409591	
3.266	-4.22164	0.0467323	0.00426837	0.00426837	0.00426837	
3.267	-4.38153	0.042464	0.004424	0.004424	0.004424	
3.268	-4.52414	0.03804	0.00456218	0.00456218	0.00456218	
3.269	-4.64888	0.0334778	0.00468236	0.00468236	0.00468236	
3.27	-4.75528	0.0287954	0.00478408	0.00478408	0.00478408	
3.271	-4.84292	0.0240114	0.00486693	0.00486693	0.00486693	
3.272	-4.91144	0.0191444	0.00493058	0.00493058	0.00493058	
3.273	-4.96057	0.0142138	0.00497479	0.00497479	0.00497479	
3.274	-4.99013	0.00923906	0.00499937	0.00499937	0.00499937	
3.275	-5	0.00423969	0.00500424	0.00500424	0.00500424	
3.276	-4.99013	-0.000764551	0.00498937	0.00498937	0.00498937	
3.277	-4.96057	-0.00575392	0.00495482	0.00495482	0.00495482	
3.278	-4.91144	-0.0107087	0.00490073	0.00490073	0.00490073	
3.279	-4.84292	-0.0156095	0.00482731	0.00482731	0.00482731	
3.28	-4.75528	-0.0204368	0.00473485	0.00473485	0.00473485	
3.281	-4.64888	-0.0251716	0.00462371	0.00462371	0.00462371	
3.282	-4.52414	-0.0297953	0.00449434	0.00449434	0.00449434	
3.283	-4.38153	-0.0342897	0.00434724	0.00434724	0.00434724	
3.284	-4.22164	-0.0386369	0.004183	0.004183	0.004183	
3.285	-4.04508	-0.0428199	0.00400227	0.00400227	0.00400227	
3.286	-3.85257	-0.0468222	0.00380574	0.00380574	0.00380574	
3.287	-3.64484	-0.0506279	0.00359422	0.00359422	0.00359422	
3.288	-3.42274	-0.0542221	0.00336851	0.00336851	0.00336851	
3.289	-3.18712	-0.0575907	0.00312953	0.00312953	0.00312953	
3.29	-2.93893	-0.0607202	0.00287821	0.00287821	0.00287821	
3.291	-2.67913	-0.0635984	0.00261554	0.00261554	0.00261554	
3.292	-2.40877	-0.0662139	0.00234255	0.00234255	0.00234255	
3.293	-2.1289	-0.0685565	0.00206034	0.00206034	0.00206034	
3.294	-1.84062	-0.0706168	0.00177001	0.00177001	0.00177001	
3.295	-1.54508	-0.0723868	0.0014727	0.0014727	0.0014727	
3.296	-1.24345	-0.0738595	0.00116959	0.00116959	0.00116959	
3.297	-0.936907	-0.0750291	0.000861877	0.000861877	0.000861877	
3.298	-0.626666	-0.075891	0.000550775	0.000550775	0.000550775	
3.299	-0.313953	-0.0764418	0.000237511	0.000237511	0.000237511	
3.3	-7.93015e-11	-0.0766793	-7.66793e-05	-7.66793e-05	-7.66793e-05	
3.301	0.313953	-0.0766026	-0.000390555	-0.000390555	-0.000390555	
3.302	0.626666	-0.076212	-0.000702878	-0.000702878	-0.000702878	
3.303	0.936907	-0.0755092	-0.00101242	-0.00101242	-0.00101242	
3.304	1.24345	-0.0744967	-0.00131795	-0.00131795	-0.00131795	
3.305	1.54508	-0.0731788	-0.00161826	-0.00161826	-0.00161826	
3.306	1.84062	-0.0715605	-0.00191218	-0.00191218	-0.00191218	
3.307	2.1289	-0.0696484	-0.00219854	-0.00219854	-0.00219854	
3.308	2.40877	-0.0674498	-0.00247622	-0.00247622	-0.00247622	
3.309	2.67913	-0.0649736	-0.00274411	-0.00274411	-0.00274411	
3.31	2.93893	-0.0622295	-0.00300116	-0.00300116	-0.00300116	
3.311	3.18712	-0.0592283	-0.00324635	-0.00324635	-0.00324635	
3.312	3.42274	-0.055982	-0.00347872	-0.00347872	-0.00347872	
3.313	3.64484	-0.0525033	-0.00369735	-0.00369735	-0.00369735	
3.314	3.85257	-0.0488059	-0.00390137	-0.00390137	-0.00390137	
3.315	4.04508	-0.0449045	-0.00408999	-0.00408999	-0.00408999	
3.316	4.22164	-0.0408146	-0.00426245	-0.00426245	-0.00426245	
3.317	4.38153	-0.0365521	-0.00441809	-0.00441809	-0.00441809	
3.318	4.52414	-0.032134	-0.00455627	-0.00455627	-0.00455627	
3.319	4.64888	-0.0275777	-0.00467646	-0.00467646	-0.00467646	
3.32	4.75528	-0.0229013	-0.00477818	-0.00477818	-0.00477818	
3.321	4.84292	-0.0181231	-0.00486104	-0.00486104	-0.00486104	
3.322	4.91144	-0.0132621	-0.0049247	-0.0049247	-0.0049247	
3.323	4.96057	-0.00833736	-0.00496891	-0.00496891	-0.00496891	
3.324	4.99013	-0.00336845	-0.0049935	-0.0049935	-0.0049935	
3.325	5	0.00162505	-0.00499837	-0.00499837	-0.00499837	
3.326	4.99013	0.00662342	-0.00498351	-0.00498351	-0.00498351	
3.327	4.96057	0.0116069	-0.00494897	-0.00494897	-0.00494897	
3.328	4.91144	0.0165559	-0.00489488	-0.00489488	-0.00489488	
3.329	4.84292	0.0214508	-0.00482147	-0.00482147	-0.00482147	
3.33	4.75528	0.0262722	-0.00472901	-0.00472901	-0.00472901	
3.331	4.64888	0.0310013	-0.00461788	-0.00461788	-0.00461788	
3.332	4.52414	0.0356191	-0.00448852	-0.00448852	-0.00448852	
3.333	4.38153	0.0401077	-0.00434143	-0.00434143	-0.00434143	
3.334	4.22164	0.0444491	-0.00417719	-0.00417719	-0.00417719	
3.335	4.04508	0.0486263	-0.00399646	-0.00399646	-0.00399646	
3.336	3.85257	0.0526227	-0.00379994	-0.00379994	-0.00379994	
3.337	3.64484	0.0564227	-0.00358842	-0.00358842	-0.00358842	
3.338	3.42274	0.0600111	-0.00336272	-0.00336272	-0.00336272	
3.339	3.18712	0.0633738	-0.00312375	-0.00312375	-0.00312375	
3.34	2.93893	0.0664976	-0.00287243	-0.00287243	-0.00287243	
3.341	2.67913	0.06937	-0.00260976	-0.00260976	-0.00260976	
3.342	2.40877	0.0719798	-0.00233679	-0.00233679	-0.00233679	
3.343	2.1289	0.0743165	-0.00205458	-0.00205458	-0.00205458	
3.344	1.84062	0.0763711	-0.00176425	-0.00176425	-0.00176425	
3.345	1.54508	0.0781354	-0.00146695	-0.00146695	-0.00146695	
3.346	1.24345	0.0796023	-0.00116385	-0.00116385	-0.00116385	
3.347	0.936907	0.0807662	-0.00085614	-0.00085614	-0.00085614	
3.348	0.626666	0.0816223	-0.000545044	-0.000545044	-0.000545044	
3.349	0.313953	0.0821674	-0.000231785	-0.000231785	-0.000231785	
3.35	8.10607e-11	0.0823991	8.23991e-05	8.23991e-05	8.23991e-05	
3.351	-0.313953	0.0823167	0.000396269	0.000396269	0.000396269	
3.352	-0.626666	0.0819205	0.000708587	0.000708587	0.000708587	
3.353	-0.936907	0.0812119	0.00101812	0.00101812	0.00101812	
3.354	-1.24345	0.0801938	0.00132364	0.00132364	0.00132364	
3.355	-1.54508	0.0788701	0.00162396	0.00162396	0.00162396	
3.356	-1.84062	0.0772462	0.00191787	0.00191787	0.00191787	
3.357	-2.1289	0.0753283	0.00220422	0.00220422	0.00220422	
3.358	-2.40877	0.0731241	0.00248189	0.00248189	0.00248189	
3.359	-2.67913	0.0706422	0.00274978	0.00274978	0.00274978	
3.36	-2.93893	0.0678924	0.00300682	0.00300682	0.00300682	
3.361	-3.18712	0.0648856	0.00325201	0.00325201	0.00325201	
3.362	-3.42274	0.0616336	0.00348437	0.00348437	0.00348437	
3.363	-3.64484	0.0581492	0.00370299	0.00370299	0.00370299	
3.364	-3.85257	0.0544462	0.00390701	0.00390701	0.00390701	
3.365	-4.04508	0.0505392	0.00409562	0.00409562	0.00409562	
3.366	-4.22164	0.0464436	0.00426808	0.00426808	0.00426808	
3.367	-4.38153	0.0421755	0.00442371	0.00442371	0.00442371	
3.368	-4.52414	0.0377518	0.00456189	0.00456189	0.00456189	
3.369	-4.64888	0.0331899	0.00468207	0.00468207	0.00468207	
3.37	-4.75528	0.0285078	0.00478379	0.00478379	0.00478379	
3.371	-4.84292	0.023724	0.00486664	0.00486664	0.00486664	
3.372	-4.91144	0.0188574	0.00493029	0.00493029	0.00493029	
3.373	-4.96057	0.0139271	0.0049745	0.0049745	0.0049745	
3.374	-4.99013	0.00895261	0.00499909	0.00499909	0.00499909	
3.375	-5	0.00395352	0.00500395	0.00500395	0.00500395	
3.376	-4.99013	-0.00105043	0.00498908	0.00498908	0.00498908	
3.377	-4.96057	-0.00603951	0.00495453	0.00495453	0.00495453	
3.378	-4.91144	-0.010994	0.00490044	0.00490044	0.00490044	
3.379	-4.84292	-0.0158945	0.00482702	0.00482702	0.00482702	
3.38	-4.75528	-0.0207215	0.00473456	0.00473456	0.00473456	
3.381	-4.64888	-0.0254561	0.00462343	0.00462343	0.00462343	
3.382	-4.52414	-0.0300795	0.00449406	0.00449406	0.00449406	
3.383	-4.38153	-0.0345736	0.00434696	0.00434696	0.00434696	
3.384	-4.22164	-0.0389205	0.00418272	0.00418272	0.00418272	
3.385	-4.04508	-0.0431032	0.00400198	0.00400198	0.00400198	
3.386	-3.85257	-0.0471052	0.00380546	0.00380546	0.00380546	
3.387	-3.64484	-0.0509107	0.00359393	0.00359393	0.00359393	
3.388	-3.42274	-0.0545046	0.00336823	0.00336823	0.00336823	
3.389	-3.18712	-0.0578728	0.00312925	0.00312925	0.00312925	
3.39	-2.93893	-0.0610021	0.00287792	0.00287792	0.00287792	
3.391	-2.67913	-0.06388	0.00261525	0.00261525	0.00261525	
3.392	-2.40877	-0.0664953	0.00234227	0.00234227	0.00234227	
3.393	-2.1289	-0.0688375	0.00206006	0.00206006	0.00206006	
3.394	-1.84062	-0.0708976	0.00176973	0.00176973	0.00176973	
3.395	-1.54508	-0.0726673	0.00147242	0.00147242	0.00147242	
3.396	-1.24345	-0.0741397	0.00116931	0.00116931	0.00116931	
3.397	-0.936907	-0.075309	0.000861598	0.000861598	0.000861598	
3.398	-0.626666	-0.0761706	0.000550496	0.000550496	0.000550496	
3.399	-0.313953	-0.0767211	0.000237231	0.000237231	0.000237231	
3.4	-8.28199e-11	-0.0769584	-7.69584e-05	-7.69584e-05	-7.69584e-05	
3.401	0.313953	-0.0768814	-0.000390834	-0.000390834	-0.000390834	
3.402	0.626666	-0.0764906	-0.000703157	-0.000703157	-0.000703157	
3.403	0.936907	-0.0757874	-0.00101269	-0.00101269	-0.00101269	
3.404	1.24345	-0.0747747	-0.00131822	-0.00131822	-0.00131822	
3.405	1.54508	-0.0734565	-0.00161854	-0.00161854	-0.00161854	
3.406	1.84062	-0.071838	-0.00191246	-0.00191246	-0.00191246	
3.407	2.1289	-0.0699255	-0.00219882	-0.00219882	-0.00219882	
3.408	2.40877	-0.0677267	-0.0024765	-0.0024765	-0.0024765	
3.409	2.67913	-0.0652502	-0.00274438	-0.00274438	-0.00274438	
3.41	2.93893	-0.0625058	-0.00300143	-0.00300143	-0.00300143	
3.411	3.18712	-0.0595044	-0.00324662	-0.00324662	-0.00324662	
3.412	3.42274	-0.0562577	-0.00347899	-0.00347899	-0.00347899	
3.413	3.64484	-0.0527788	-0.00369762	-0.00369762	-0.00369762	
3.414	3.85257	-0.0490811	-0.00390165	-0.00390165	-0.00390165	
3.415	4.04508	-0.0451795	-0.00409026	-0.00409026	-0.00409026	
3.416	4.22164	-0.0410892	-0.00426273	-0.00426273	-0.00426273	
3.417	4.38153	-0.0368265	-0.00441836	-0.00441836	-0.00441836	
3.418	4.52414	-0.0324081	-0.00455654	-0.00455654	-0.00455654	
3.419	4.64888	-0.0278516	-0.00467673	-0.00467673	-0.00467673	
3.42	4.75528	-0.0231749	-0.00477846	-0.00477846	-0.00477846	
3.421	4.84292	-0.0183964	-0.00486131	-0.00486131	-0.00486131	
3.422	4.91144	-0.0135351	-0.00492497	-0.00492497	-0.00492497	
3.423	4.96057	-0.00861011	-0.00496918	-0.00496918	-0.00496918	
3.424	4.99013	-0.00364093	-0.00499377	-0.00499377	-0.00499377	
3.425	5	0.00135285	-0.00499865	-0.00499865	-0.00499865	
3.426	4.99013	0.00635149	-0.00498378	-0.00498378	-0.00498378	
3.427	4.96057	0.0113353	-0.00494924	-0.00494924	-0.00494924	
3.428	4.91144	0.0162845	-0.00489515	-0.00489515	-0.00489515	
3.429	4.84292	0.0211797	-0.00482174	-0.00482174	-0.00482174	
3.43	4.75528	0.0260014	-0.00472928	-0.00472928	-0.00472928	
3.431	4.64888	0.0307307	-0.00461815	-0.00461815	-0.00461815	
3.432	4.52414	0.0353488	-0.00448879	-0.00448879	-0.00448879	
3.433	4.38153	0.0398376	-0.0043417	-0.0043417	-0.0043417	
3.434	4.22164	0.0441793	-0.00417746	-0.00417746	-0.00417746	
3.435	4.04508	0.0483568	-0.00399673	-0.00399673	-0.00399673	
3.436	3.85257	0.0523535	-0.00380021	-0.00380021	-0.00380021	
3.437	3.64484	0.0561537	-0.00358869	-0.00358869	-0.00358869	
3.438	3.42274	0.0597424	-0.00336299	-0.00336299	-0.00336299	
3.439	3.18712	0.0631054	-0.00312401	-0.00312401	-0.00312401	
3.44	2.93893	0.0662294	-0.0028727	-0.0028727	-0.0028727	
3.441	2.67913	0.0691021	-0.00261003	-0.00261003	-0.00261003	
3.442	2.40877	0.0717121	-0.00233706	-0.00233706	-0.00233706	
3.443	2.1289	0.0740492	-0.00205485	-0.00205485	-0.00205485	
3.444	1.84062	0.076104	-0.00176452	-0.00176452	-0.00176452	
3.445	1.54508	0.0778686	-0.00146722	-0.00146722	-0.00146722	
3.446	1.24345	0.0793358	-0.00116411	-0.00116411	-0.00116411	
3.447	0.936907	0.0804999	-0.000856407	-0.000856407	-0.000856407	
3.448	0.626666	0.0813563	-0.00054531	-0.00054531	-0.00054531	
3.449	0.313953	0.0819016	-0.000232051	-0.000232051	-0.000232051	
3.45	8.45791e-11	0.0821337	8.21337e-05	8.21337e-05	8.21337e-05	
3.451	-0.313953	0.0820515	0.000396004	0.000396004	0.000396004	
3.452	-0.626666	0.0816555	0.000708322	0.000708322	0.000708322	
3.453	-0.936907	0.0809472	0.00101785	0.00101785	0.00101785	
3.454	-1.24345	0.0799293	0.00132338	0.00132338	0.00132338	
3.455	-1.54508	0.078606	0.00162369	0.00162369	0.00162369	
3.456	-1.84062	0.0769823	0.00191761	0.00191761	0.00191761	
3.457	-2.1289	0.0750647	0.00220396	0.00220396	0.00220396	
3.458	-2.40877	0.0728607	0.00248163	0.00248163	0.00248163	
3.459	-2.67913	0.0703791	0.00274951	0.00274951	0.00274951	
3.46	-2.93893	0.0676296	0.00300656	0.00300656	0.00300656	
3.461	-3.18712	0.064623	0.00325174	0.00325174	0.00325174	
3.462	-3.42274	0.0613713	0.00348411	0.00348411	0.00348411	
